,user_id,date,meal_name,meal_idx,food name,num servings,calories,carbs,fat,protein,sodium,sugar,description,food_name,brand,flavor,serving_size
3235803,4920,9/15/2014,Dinner,3,Trader Joes - Cooked/frozen Brown Rice Organic,0.5,200,43.66666667,1.333333333,5,0,0,"Trader Joes - Cooked/frozen Brown Rice Organic, 0.5 Cup (5 oz/142 g)",Cooked/frozen Brown Rice Organic,Trader Joes,,0.5 Cup (5 oz/142 g)
3235804,4920,9/15/2014,Dinner,3,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235805,4920,9/15/2014,Dinner,3,Green Onion,0.0625,44,12,0,0,18,2,"Veg - Green Onion, 0.0625 cup chopped",Green Onion,Veg,,0.0625 cup chopped
3235806,4920,9/15/2014,Dinner,3,Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat),1,130.6666667,0,4,22.66666667,65.08333333,0,"Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat), 4 oz.",Extra Lean Ground Beef (96% Lean / 4% Fat),Trader Joe's Butcher Shop,,4 oz.
3235807,4920,9/15/2014,Dinner,3,Tomato - Medium raw,1,28.33333333,5.666666667,0,1.666666667,5,3.833333333,"Tomato - Roma Tomato, Medium, Raw, 1 tomato","Roma Tomato, Medium, Raw",Tomato,,1 tomato
3235808,4920,9/15/2014,Dinner,3,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235809,4920,9/15/2014,Snacks,4,Granny Smith - Green Apple,2,80,22,0,0,0,17.5,"Granny Smith - Green Apple , 2 apple",Green Apple ,Granny Smith,,2 apple
3235810,4920,9/16/2014,Breakfast,1,Trader Joes - Cooked/frozen Brown Rice Organic,1,200,43.66666667,1.333333333,5,0,0,"Trader Joes - Cooked/frozen Brown Rice Organic, 1 Cup (5 oz/142 g)",Cooked/frozen Brown Rice Organic,Trader Joes,,1 Cup (5 oz/142 g)
3235811,4920,9/16/2014,Breakfast,1,Trader Joe's Berry Medley,0.75,106.8333333,26.83333333,1.166666667,1.166666667,0,0,"Trader Joe's Berry Medley - berries, 3/4 cup",berries,Trader Joe's Berry Medley,,3/4 cup
3235812,4920,9/16/2014,Lunch,2,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235813,4920,9/16/2014,Lunch,2,Strawberries - Raw,1,53,13,0,1,2,8,"Strawberries - Raw, 1 cup, sliced","Raw, 1 cup",Strawberries,,sliced
3235814,4920,9/16/2014,Lunch,2,"Green Onion, Chopped",0.25,40,8,0,0,20,4,"Fresh - Green Onion, Chopped, 1/4 cup","Green Onion, Chopped",Fresh,,1/4 cup
3235815,4920,9/16/2014,Lunch,2,F & E - Fresh & Easy Boneless Skinless Chicken Thighs (Raw),1,130,0,5,22,100,0,"F & E - Fresh & Easy Boneless Skinless Chicken Thighs (Raw), 4 oz",Fresh & Easy Boneless Skinless Chicken Thighs (Raw),F & E,,4 oz
3235816,4920,9/16/2014,Lunch,2,Dole - Shredded Red Cabbage,6,13.92592593,3.333333333,0,0.592592593,13.92592593,1.703703704,"Dole - Shredded Red Cabbage, 6 oz = 85g = about 1 cup",Shredded Red Cabbage,Dole,,6 oz = 85g = about 1 cup
3235817,4920,9/16/2014,Lunch,2,Trader Joes - Cooked/frozen Brown Rice Organic,0.5,200,43.66666667,1.333333333,5,0,0,"Trader Joes - Cooked/frozen Brown Rice Organic, 0.5 Cup (5 oz/142 g)",Cooked/frozen Brown Rice Organic,Trader Joes,,0.5 Cup (5 oz/142 g)
3235818,4920,9/16/2014,Lunch,2,Generic - Grape Tomatoes,1.5,8.222222222,1.333333333,0.222222222,0,1.333333333,0.777777778,"Generic - Grape Tomatoes, 1.5 oz (85g) 12",Grape Tomatoes,Generic,,1.5 oz (85g) 12
3235819,4920,9/16/2014,Dinner,3,Safeway - Shredded Red Cabbage,1,12.5,3.333333333,0,0.5,12.5,1.833333333,"Safeway - Shredded Red Cabbage, 1 Cups",Shredded Red Cabbage,Safeway,,1 Cups
3235820,4920,9/16/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235821,4920,9/16/2014,Dinner,3,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235822,4920,9/16/2014,Dinner,3,Green Onion,0.0625,44,12,0,0,18,2,"Veg - Green Onion, 0.0625 cup chopped",Green Onion,Veg,,0.0625 cup chopped
3235823,4920,9/16/2014,Dinner,3,Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat),1,130.6666667,0,4,22.66666667,65.08333333,0,"Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat), 4 oz.",Extra Lean Ground Beef (96% Lean / 4% Fat),Trader Joe's Butcher Shop,,4 oz.
3235824,4920,9/16/2014,Dinner,3,Fresh & Easy - Quinoa (Organic),0.125,640,112,8,24,0,0,"Fresh & Easy - Quinoa (Organic), 1/8 cup (dry)",Quinoa (Organic),Fresh & Easy,,1/8 cup (dry)
3235825,4920,9/16/2014,Dinner,3,Tomato - Grape Tomato,1.2,10.91666667,2.5,0,0.916666667,4.083333333,0.916666667,"Tomato - Grape Tomato, 6 tomatoes",Grape Tomato,Tomato,,6 tomatoes
3235826,4920,9/16/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235827,4920,9/16/2014,Snacks,4,Granny Smith - Green Apple,2,80,22,0,0,0,17.5,"Granny Smith - Green Apple , 2 apple",Green Apple ,Granny Smith,,2 apple
3235828,4920,9/17/2014,Breakfast,1,"Peppers - Sweet, red, raw",1,38.5,8.5,0,1.5,2.5,6,"Peppers - Sweet, red, raw, 1 cup, chopped","Sweet, red, raw, 1 cup",Peppers,,chopped
3235829,4920,9/17/2014,Breakfast,1,Fresh and Easy - Shredded Red Cabbage,1,25.5,6,0,1.5,25.5,3.5,"Fresh and Easy - Shredded Red Cabbage, 3 oz",Shredded Red Cabbage,Fresh and Easy,,3 oz
3235830,4920,9/17/2014,Breakfast,1,"Lettuce - Romaine, Chopped (Adj)",1,10,1,0,0.25,2,0,"Lettuce - Romaine, Chopped (Adj), 1 cup, chopped","Romaine, Chopped (Adj), 1 cup",Lettuce,,chopped
3235831,4920,9/17/2014,Breakfast,1,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235832,4920,9/17/2014,Breakfast,1,Green Onion,0.0625,44,12,0,0,18,2,"Veg - Green Onion, 0.0625 cup chopped",Green Onion,Veg,,0.0625 cup chopped
3235833,4920,9/17/2014,Lunch,2,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235834,4920,9/17/2014,Lunch,2,Dole - Shredded Red Cabbage,4.5,13.92592593,3.333333333,0,0.592592593,13.92592593,1.703703704,"Dole - Shredded Red Cabbage, 4.5 oz = 85g = about 1 cup",Shredded Red Cabbage,Dole,,4.5 oz = 85g = about 1 cup
3235835,4920,9/17/2014,Lunch,2,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235836,4920,9/17/2014,Lunch,2,"Green Onion, Chopped",0.25,40,8,0,0,20,4,"Fresh - Green Onion, Chopped, 1/4 cup","Green Onion, Chopped",Fresh,,1/4 cup
3235837,4920,9/17/2014,Lunch,2,"Lettuce - Romaine, Chopped (Adj)",2,10,1,0,0.25,2,0,"Lettuce - Romaine, Chopped (Adj), 2 cup, chopped","Romaine, Chopped (Adj), 2 cup",Lettuce,,chopped
3235838,4920,9/17/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235839,4920,9/17/2014,Dinner,3,Green Onion,0.25,44,12,0,0,18,2,"Veg - Green Onion, 1/4 cup chopped",Green Onion,Veg,,1/4 cup chopped
3235840,4920,9/17/2014,Dinner,3,Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat),1,130.6666667,0,4,22.66666667,65.08333333,0,"Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat), 4 oz.",Extra Lean Ground Beef (96% Lean / 4% Fat),Trader Joe's Butcher Shop,,4 oz.
3235841,4920,9/17/2014,Dinner,3,"Squash - Zucchini, includes skin, cooked, boiled, drained, without salt",2,29,7,0,1,5.25,3,"Squash - Zucchini, includes skin, cooked, boiled, drained, without salt, 2 cup, sliced","Zucchini, includes skin, cooked, boiled, drained, without salt, 2 cup",Squash,,sliced
3235842,4920,9/17/2014,Dinner,3,Trader Joes - Sliced White Mushrooms,0.333333333,60,9,0,9,45,3.666666667,"Trader Joes - Sliced White Mushrooms (284g), 1/3 package (85g)",Sliced White Mushrooms (284g),Trader Joes,,1/3 package (85g)
3235843,4920,9/17/2014,Snacks,4,Steak - Top Sirloin Steak From Costco,1.333333333,123.6875,0,3.2375,23.3625,56.3125,0,"Steak - Top Sirloin Steak From Costco, 4 oz",Top Sirloin Steak From Costco,Steak,,4 oz
3235844,4920,9/17/2014,Snacks,4,Steak - Top Sirloin Steak From Costco,1.333333333,123.6875,0,3.2375,23.3625,56.3125,0,"Steak - Top Sirloin Steak From Costco, 4 oz",Top Sirloin Steak From Costco,Steak,,4 oz
3235845,4920,9/18/2014,Breakfast,1,"Peppers - Sweet, red, raw",1,38.5,8.5,0,1.5,2.5,6,"Peppers - Sweet, red, raw, 1 cup, chopped","Sweet, red, raw, 1 cup",Peppers,,chopped
3235846,4920,9/18/2014,Breakfast,1,Fresh and Easy - Shredded Red Cabbage,1,25.5,6,0,1.5,25.5,3.5,"Fresh and Easy - Shredded Red Cabbage, 3 oz",Shredded Red Cabbage,Fresh and Easy,,3 oz
3235847,4920,9/18/2014,Breakfast,1,"Lettuce - Romaine, Chopped (Adj)",1,10,1,0,0.25,2,0,"Lettuce - Romaine, Chopped (Adj), 1 cup, chopped","Romaine, Chopped (Adj), 1 cup",Lettuce,,chopped
3235848,4920,9/18/2014,Breakfast,1,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235849,4920,9/18/2014,Breakfast,1,Green Onion,0.0625,44,12,0,0,18,2,"Veg - Green Onion, 0.0625 cup chopped",Green Onion,Veg,,0.0625 cup chopped
3235850,4920,9/18/2014,Lunch,2,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235851,4920,9/18/2014,Lunch,2,Dole - Shredded Red Cabbage,4.5,13.92592593,3.333333333,0,0.592592593,13.92592593,1.703703704,"Dole - Shredded Red Cabbage, 4.5 oz = 85g = about 1 cup",Shredded Red Cabbage,Dole,,4.5 oz = 85g = about 1 cup
3235852,4920,9/18/2014,Lunch,2,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235853,4920,9/18/2014,Lunch,2,"Green Onion, Chopped",0.25,40,8,0,0,20,4,"Fresh - Green Onion, Chopped, 1/4 cup","Green Onion, Chopped",Fresh,,1/4 cup
3235854,4920,9/18/2014,Lunch,2,"Lettuce - Romaine, Chopped (Adj)",2,10,1,0,0.25,2,0,"Lettuce - Romaine, Chopped (Adj), 2 cup, chopped","Romaine, Chopped (Adj), 2 cup",Lettuce,,chopped
3235855,4920,9/18/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235856,4920,9/18/2014,Dinner,3,Bell Pepper,1,30,8,0,1.5,0,0,"Bell Pepper - Pepper - Green, Red, Yellow - 1/2 Pepper, 1 pepper",Pepper,Bell Pepper,"Green, Red, Yellow",1 pepper
3235857,4920,9/18/2014,Dinner,3,Green Onion,0.25,44,12,0,0,18,2,"Veg - Green Onion, 1/4 cup chopped",Green Onion,Veg,,1/4 cup chopped
3235858,4920,9/18/2014,Dinner,3,Trader Joes - Sliced White Mushrooms,0.333333333,60,9,0,9,45,3.666666667,"Trader Joes - Sliced White Mushrooms (284g), 1/3 package (85g)",Sliced White Mushrooms (284g),Trader Joes,,1/3 package (85g)
3235859,4920,9/18/2014,Dinner,3,"Squash - Zucchini, includes skin, cooked, boiled, drained, without salt",2,29,7,0,1,5.25,3,"Squash - Zucchini, includes skin, cooked, boiled, drained, without salt, 2 cup, sliced","Zucchini, includes skin, cooked, boiled, drained, without salt, 2 cup",Squash,,sliced
3235860,4920,9/18/2014,Dinner,3,Kirkland - Organic Coconut Oil,1,120,0,14,0,0,0,"Kirkland - Organic Coconut Oil, 1 tbsp (14g)",Organic Coconut Oil,Kirkland,,1 tbsp (14g)
3235861,4920,9/18/2014,Dinner,3,Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat),1,130.6666667,0,4,22.66666667,65.08333333,0,"Trader Joe's Butcher Shop - Extra Lean Ground Beef (96% Lean / 4% Fat), 4 oz.",Extra Lean Ground Beef (96% Lean / 4% Fat),Trader Joe's Butcher Shop,,4 oz.
3235862,4920,9/18/2014,Dinner,3,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235863,4920,9/18/2014,Snacks,4,Steak - Top Sirloin Steak From Costco,1.333333333,123.6875,0,3.2375,23.3625,56.3125,0,"Steak - Top Sirloin Steak From Costco, 4 oz",Top Sirloin Steak From Costco,Steak,,4 oz
3235864,4920,9/18/2014,Snacks,4,Steak - Top Sirloin Steak From Costco,1.333333333,123.6875,0,3.2375,23.3625,56.3125,0,"Steak - Top Sirloin Steak From Costco, 4 oz",Top Sirloin Steak From Costco,Steak,,4 oz
3235865,4920,9/19/2014,Breakfast,1,Mushrooms - Raw,0.5,16,2,0,2,2,2,"Mushrooms - Raw, 0.5 cup, pieces or slices","Raw, 0.5 cup",Mushrooms,,pieces or slices
3235866,4920,9/19/2014,Breakfast,1,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235867,4920,9/19/2014,Breakfast,1,Trader Joes - Cooked/frozen Brown Rice Organic,0.5,200,43.66666667,1.333333333,5,0,0,"Trader Joes - Cooked/frozen Brown Rice Organic, 0.5 Cup (5 oz/142 g)",Cooked/frozen Brown Rice Organic,Trader Joes,,0.5 Cup (5 oz/142 g)
3235868,4920,9/19/2014,Breakfast,1,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235869,4920,9/19/2014,Breakfast,1,Tomato - Grape Tomato,2,10.91666667,2.5,0,0.916666667,4.083333333,0.916666667,"Tomato - Grape Tomato, 10 tomatoes",Grape Tomato,Tomato,,10 tomatoes
3235870,4920,9/19/2014,Breakfast,1,Fresh & Easy - Frozen Raspberries,0.5,80,22.33333333,0,1.666666667,0,9.666666667,"Fresh & Easy - Frozen Raspberries, 0.5 cup",Frozen Raspberries,Fresh & Easy,,0.5 cup
3235871,4920,9/19/2014,Breakfast,1,Fresh & Easy - Frozen Blueberries,0.5,70,16,1.5,0,0,12,"Fresh & Easy - Frozen Blueberries, 0.5 cup",Frozen Blueberries,Fresh & Easy,,0.5 cup
3235872,4920,9/19/2014,Lunch,2,"Green Onion, Chopped",0.25,40,8,0,0,20,4,"Fresh - Green Onion, Chopped, 1/4 cup","Green Onion, Chopped",Fresh,,1/4 cup
3235873,4920,9/19/2014,Lunch,2,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235874,4920,9/19/2014,Lunch,2,Dole - Shredded Red Cabbage,6,13.92592593,3.333333333,0,0.592592593,13.92592593,1.703703704,"Dole - Shredded Red Cabbage, 6 oz = 85g = about 1 cup",Shredded Red Cabbage,Dole,,6 oz = 85g = about 1 cup
3235875,4920,9/19/2014,Lunch,2,Generic - Grape Tomatoes,1.5,8.222222222,1.333333333,0.222222222,0,1.333333333,0.777777778,"Generic - Grape Tomatoes, 1.5 oz (85g) 12",Grape Tomatoes,Generic,,1.5 oz (85g) 12
3235876,4920,9/19/2014,Lunch,2,Strawberries - Raw,1,53,13,0,1,2,8,"Strawberries - Raw, 1 cup, sliced","Raw, 1 cup",Strawberries,,sliced
3235877,4920,9/19/2014,Lunch,2,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235878,4920,9/19/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235879,4920,9/19/2014,Dinner,3,Avocado,0.875,189.9714552,11.12002134,17.49714552,2.843043884,11.59745231,1.135814326,"Avocado Haas, 1/5 Medium 1oz. - Avocado Edible Portion No Seed No Skin, 3.5 ounce (30g)",Avocado Edible Portion No Seed No Skin,"Avocado Haas, 1/5 Medium 1oz.",,3.5 ounce (30g)
3235880,4920,9/19/2014,Dinner,3,Tomato - Grape Tomato,2,10.91666667,2.5,0,0.916666667,4.083333333,0.916666667,"Tomato - Grape Tomato, 10 tomatoes",Grape Tomato,Tomato,,10 tomatoes
3235881,4920,9/19/2014,Dinner,3,Green Onion,0.25,44,12,0,0,18,2,"Veg - Green Onion, 1/4 cup chopped",Green Onion,Veg,,1/4 cup chopped
3235882,4920,9/19/2014,Dinner,3,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235883,4920,9/19/2014,Dinner,3,Usda Choice Certified Angus Beef - Boneless Rib Eye Steak,1,346.6666667,0,24.56363636,31.46060606,64.86464646,0,"Usda Choice Certified Angus Beef - Boneless Rib Eye Steak, 4 ounces",Boneless Rib Eye Steak,Usda Choice Certified Angus Beef,,4 ounces
3235884,4920,9/19/2014,Snacks,4,Trader Joes - Extra Lean Ground Beef 96/4,1,130,0,4,22,65,0,"Trader Joes - Extra Lean Ground Beef 96/4, 4 oz",Extra Lean Ground Beef 96/4,Trader Joes,,4 oz
3235885,4920,9/19/2014,Snacks,4,Kerry Gold - Butter - Unsalted,1,100,0,12,0,0,0,"Kerry Gold - Butter - Unsalted, 1 tbsp",Butter,Kerry Gold,Unsalted,1 tbsp
3235886,4920,9/19/2014,Snacks,4,Avocado,0.875,189.9714552,11.12002134,17.49714552,2.843043884,11.59745231,1.135814326,"Avocado - Avocado, 3.5 oz",Avocado,Avocado,,3.5 oz
3235887,4920,9/20/2014,Breakfast,1,Mushrooms - Raw,0.5,16,2,0,2,2,2,"Mushrooms - Raw, 0.5 cup, pieces or slices","Raw, 0.5 cup",Mushrooms,,pieces or slices
3235888,4920,9/20/2014,Breakfast,1,Trader Joes - Cooked/frozen Brown Rice Organic,0.5,200,43.66666667,1.333333333,5,0,0,"Trader Joes - Cooked/frozen Brown Rice Organic, 0.5 Cup (5 oz/142 g)",Cooked/frozen Brown Rice Organic,Trader Joes,,0.5 Cup (5 oz/142 g)
3235889,4920,9/20/2014,Breakfast,1,Fresh & Easy - Frozen Raspberries,0.75,80,22.33333333,0,1.666666667,0,9.666666667,"Fresh & Easy - Frozen Raspberries, 3/4 cup",Frozen Raspberries,Fresh & Easy,,3/4 cup
3235890,4920,9/20/2014,Breakfast,1,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235891,4920,9/20/2014,Breakfast,1,Tomato - Grape Tomato,2,10.91666667,2.5,0,0.916666667,4.083333333,0.916666667,"Tomato - Grape Tomato, 10 tomatoes",Grape Tomato,Tomato,,10 tomatoes
3235892,4920,9/20/2014,Breakfast,1,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235893,4920,9/20/2014,Lunch,2,"Green Onion, Chopped",0.25,40,8,0,0,20,4,"Fresh - Green Onion, Chopped, 1/4 cup","Green Onion, Chopped",Fresh,,1/4 cup
3235894,4920,9/20/2014,Lunch,2,Dole - Shredded Red Cabbage,6,13.92592593,3.333333333,0,0.592592593,13.92592593,1.703703704,"Dole - Shredded Red Cabbage, 6 oz = 85g = about 1 cup",Shredded Red Cabbage,Dole,,6 oz = 85g = about 1 cup
3235895,4920,9/20/2014,Lunch,2,Generic - Grape Tomatoes,1.5,8.222222222,1.333333333,0.222222222,0,1.333333333,0.777777778,"Generic - Grape Tomatoes, 1.5 oz (85g) 12",Grape Tomatoes,Generic,,1.5 oz (85g) 12
3235896,4920,9/20/2014,Lunch,2,Strawberries - Raw,1,53,13,0,1,2,8,"Strawberries - Raw, 1 cup, sliced","Raw, 1 cup",Strawberries,,sliced
3235897,4920,9/20/2014,Lunch,2,Land O' Lakes - Unsalted Butter,1,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 1 tablespoon",Unsalted Butter,Land O' Lakes,,1 tablespoon
3235898,4920,9/20/2014,Lunch,2,Fresh & Easy - Boneless Pork Loin Chops,1,160,0,6.015686275,24.15686275,60.34509804,0,"Fresh & Easy - Boneless Pork Loin Chops, 4 oz",Boneless Pork Loin Chops,Fresh & Easy,,4 oz
3235899,4920,9/20/2014,Dinner,3,Romaine Lettuce,2,10,2,0,1.166666667,10,2,"Lettuce -  Romaine Lettuce, 2 cups", Romaine Lettuce,Lettuce,,2 cups
3235900,4920,9/20/2014,Dinner,3,Avocado,0.875,189.9714552,11.12002134,17.49714552,2.843043884,11.59745231,1.135814326,"Avocado Haas, 1/5 Medium 1oz. - Avocado Edible Portion No Seed No Skin, 3.5 ounce (30g)",Avocado Edible Portion No Seed No Skin,"Avocado Haas, 1/5 Medium 1oz.",,3.5 ounce (30g)
3235901,4920,9/20/2014,Dinner,3,Tomato - Grape Tomato,2,10.91666667,2.5,0,0.916666667,4.083333333,0.916666667,"Tomato - Grape Tomato, 10 tomatoes",Grape Tomato,Tomato,,10 tomatoes
3235902,4920,9/20/2014,Dinner,3,Green Onion,0.25,44,12,0,0,18,2,"Veg - Green Onion, 1/4 cup chopped",Green Onion,Veg,,1/4 cup chopped
3235903,4920,9/20/2014,Dinner,3,Land O' Lakes - Unsalted Butter,0.5,100,0,11.5,0,0,0,"Land O' Lakes - Unsalted Butter, 0.5 tablespoon",Unsalted Butter,Land O' Lakes,,0.5 tablespoon
3235904,4920,9/20/2014,Dinner,3,Steak - Top Sirloin Steak From Costco,1.333333333,123.6875,0,3.2375,23.3625,56.3125,0,"Steak - Top Sirloin Steak From Costco, 4 oz",Top Sirloin Steak From Costco,Steak,,4 oz
3235905,4920,9/20/2014,Snacks,4,Trader Joes - Extra Lean Ground Beef 96/4,1,130,0,4,22,65,0,"Trader Joes - Extra Lean Ground Beef 96/4, 4 oz",Extra Lean Ground Beef 96/4,Trader Joes,,4 oz
3235906,4920,9/20/2014,Snacks,4,Kerry Gold - Butter - Unsalted,1,100,0,12,0,0,0,"Kerry Gold - Butter - Unsalted, 1 tbsp",Butter,Kerry Gold,Unsalted,1 tbsp
